No,dteday,Musim,Tahun,Bulan,Jam,Hari_Libur,Hari,Hari_Kerja,Cuaca,Suhu,Suhu yang Dirasakan,Kelembaban,Kecepatan Angin,Jumlah
10632,3/24/2012,Musim Semi,1,Maret,3,Tidak,Jumat,Tidak,Cerah,0.54,0.5152,0.77,0.1045,32
10633,3/24/2012,Musim Semi,1,Maret,4,Tidak,Jumat,Tidak,Cerah,0.52,0.5,0.83,0.0896,7
10634,3/24/2012,Musim Semi,1,Maret,5,Tidak,Jumat,Tidak,Berawan,0.52,0.5,0.83,0.1642,4
10635,3/24/2012,Musim Semi,1,Maret,6,Tidak,Jumat,Tidak,Berawan,0.52,0.5,0.83,0.1642,28
10636,3/24/2012,Musim Semi,1,Maret,7,Tidak,Jumat,Tidak,Berawan,0.5,0.4848,0.88,0.1343,70
10637,3/24/2012,Musim Semi,1,Maret,8,Tidak,Jumat,Tidak,Berawan,0.5,0.4848,0.94,0.194,154
10638,3/24/2012,Musim Semi,1,Maret,9,Tidak,Jumat,Tidak,Berawan,0.52,0.5,0.83,0.1343,249
10639,3/24/2012,Musim Semi,1,Maret,10,Tidak,Jumat,Tidak,Berawan,0.52,0.5,0.88,0.194,345
10640,3/24/2012,Musim Semi,1,Maret,11,Tidak,Jumat,Tidak,Berawan,0.5,0.4848,0.94,0.194,273
10641,3/24/2012,Musim Semi,1,Maret,12,Tidak,Jumat,Tidak,Hujan,0.52,0.5,0.94,0.2239,183
10642,3/24/2012,Musim Semi,1,Maret,13,Tidak,Jumat,Tidak,Hujan,0.52,0.5,0.94,0.2537,196
10643,3/24/2012,Musim Semi,1,Maret,14,Tidak,Jumat,Tidak,Hujan,0.52,0.5,0.88,0.3582,223
10644,3/24/2012,Musim Semi,1,Maret,15,Tidak,Jumat,Tidak,Hujan,0.5,0.4848,0.94,0.4179,290
10645,3/24/2012,Musim Semi,1,Maret,16,Tidak,Jumat,Tidak,Hujan,0.5,0.4848,0.94,0.2985,177
10646,3/24/2012,Musim Semi,1,Maret,17,Tidak,Jumat,Tidak,Hujan,0.5,0.4848,0.88,0.2239,115
10647,3/24/2012,Musim Semi,1,Maret,18,Tidak,Jumat,Tidak,Hujan,0.46,0.4545,0.94,0.2239,137
10648,3/24/2012,Musim Semi,1,Maret,19,Tidak,Jumat,Tidak,Hujan,0.46,0.4545,0.94,0.1343,133
10649,3/24/2012,Musim Semi,1,Maret,20,Tidak,Jumat,Tidak,Hujan,0.44,0.4394,1,0.194,111
10650,3/24/2012,Musim Semi,1,Maret,21,Tidak,Jumat,Tidak,Hujan,0.44,0.4394,1,0.194,104
10651,3/24/2012,Musim Semi,1,Maret,22,Tidak,Jumat,Tidak,Hujan,0.44,0.4394,1,0.2537,83
10652,3/24/2012,Musim Semi,1,Maret,23,Tidak,Jumat,Tidak,Berawan,0.44,0.4394,0.94,0.2836,105
10653,3/25/2012,Musim Semi,1,Maret,0,Tidak,Sabtu,Tidak,Berawan,0.44,0.4394,0.94,0.2836,80
10654,3/25/2012,Musim Semi,1,Maret,1,Tidak,Sabtu,Tidak,Berawan,0.42,0.4242,1,0.2537,89
10655,3/25/2012,Musim Semi,1,Maret,2,Tidak,Sabtu,Tidak,Hujan,0.42,0.4242,1,0.2985,35
10656,3/25/2012,Musim Semi,1,Maret,3,Tidak,Sabtu,Tidak,Hujan,0.42,0.4242,0.94,0.2985,18
10657,3/25/2012,Musim Semi,1,Maret,4,Tidak,Sabtu,Tidak,Berawan,0.42,0.4242,0.94,0.3284,8
10658,3/25/2012,Musim Semi,1,Maret,5,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,1,0.2537,6
10659,3/25/2012,Musim Semi,1,Maret,6,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,1,0.2537,18
10660,3/25/2012,Musim Semi,1,Maret,7,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,0.94,0.3284,39
10661,3/25/2012,Musim Semi,1,Maret,8,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,0.94,0.3284,89
10662,3/25/2012,Musim Semi,1,Maret,9,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,0.94,0.2537,118
10663,3/25/2012,Musim Semi,1,Maret,10,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,0.87,0.3284,250
10664,3/25/2012,Musim Semi,1,Maret,11,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,0.94,0.2537,323
10665,3/25/2012,Musim Semi,1,Maret,12,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,0.94,0.2239,360
10666,3/25/2012,Musim Semi,1,Maret,13,Tidak,Sabtu,Tidak,Berawan,0.42,0.4242,0.88,0.1642,367
10667,3/25/2012,Musim Semi,1,Maret,14,Tidak,Sabtu,Tidak,Berawan,0.44,0.4394,0.88,0.1642,414
10668,3/25/2012,Musim Semi,1,Maret,15,Tidak,Sabtu,Tidak,Berawan,0.44,0.4394,0.88,0.194,421
10669,3/25/2012,Musim Semi,1,Maret,16,Tidak,Sabtu,Tidak,Cerah,0.48,0.4697,0.77,0,492
10670,3/25/2012,Musim Semi,1,Maret,17,Tidak,Sabtu,Tidak,Cerah,0.5,0.4848,0.72,0.0896,419
10671,3/25/2012,Musim Semi,1,Maret,18,Tidak,Sabtu,Tidak,Cerah,0.5,0.4848,0.72,0.0896,491
10672,3/25/2012,Musim Semi,1,Maret,19,Tidak,Sabtu,Tidak,Cerah,0.5,0.4848,0.72,0.2537,375
10673,3/25/2012,Musim Semi,1,Maret,20,Tidak,Sabtu,Tidak,Cerah,0.48,0.4697,0.77,0.2239,259
10674,3/25/2012,Musim Semi,1,Maret,21,Tidak,Sabtu,Tidak,Cerah,0.48,0.4697,0.77,0.1642,149
10675,3/25/2012,Musim Semi,1,Maret,22,Tidak,Sabtu,Tidak,Cerah,0.46,0.4545,0.82,0.1343,111
10676,3/25/2012,Musim Semi,1,Maret,23,Tidak,Sabtu,Tidak,Cerah,0.48,0.4697,0.82,0.1343,65
10677,3/26/2012,Musim Semi,1,Maret,0,Tidak,Minggu,Iya,Berawan,0.48,0.4697,0.82,0.1642,33
10678,3/26/2012,Musim Semi,1,Maret,1,Tidak,Minggu,Iya,Cerah,0.48,0.4697,0.82,0.2537,28
10679,3/26/2012,Musim Semi,1,Maret,2,Tidak,Minggu,Iya,Cerah,0.46,0.4545,0.88,0.2239,20
10680,3/26/2012,Musim Semi,1,Maret,3,Tidak,Minggu,Iya,Cerah,0.46,0.4545,0.82,0.194,1
10681,3/26/2012,Musim Semi,1,Maret,4,Tidak,Minggu,Iya,Cerah,0.44,0.4394,0.82,0.1642,4
10682,3/26/2012,Musim Semi,1,Maret,5,Tidak,Minggu,Iya,Cerah,0.44,0.4394,0.77,0.1642,36
10683,3/26/2012,Musim Semi,1,Maret,6,Tidak,Minggu,Iya,Cerah,0.42,0.4242,0.82,0.194,117
10684,3/26/2012,Musim Semi,1,Maret,7,Tidak,Minggu,Iya,Cerah,0.44,0.4394,0.72,0.194,370
10685,3/26/2012,Musim Semi,1,Maret,8,Tidak,Minggu,Iya,Cerah,0.44,0.4394,0.62,0.2239,657
10686,3/26/2012,Musim Semi,1,Maret,9,Tidak,Minggu,Iya,Cerah,0.46,0.4545,0.47,0.2836,282
10687,3/26/2012,Musim Semi,1,Maret,10,Tidak,Minggu,Iya,Cerah,0.5,0.4848,0.36,0.5821,153
10688,3/26/2012,Musim Semi,1,Maret,11,Tidak,Minggu,Iya,Cerah,0.48,0.4697,0.31,0.5821,178
10689,3/26/2012,Musim Semi,1,Maret,12,Tidak,Minggu,Iya,Cerah,0.48,0.4697,0.33,0.5224,279
10690,3/26/2012,Musim Semi,1,Maret,13,Tidak,Minggu,Iya,Cerah,0.48,0.4697,0.29,0.6866,301
10691,3/26/2012,Musim Semi,1,Maret,14,Tidak,Minggu,Iya,Cerah,0.48,0.4697,0.33,0.4478,217
10692,3/26/2012,Musim Semi,1,Maret,15,Tidak,Minggu,Iya,Cerah,0.48,0.4697,0.29,0.6119,223
10693,3/26/2012,Musim Semi,1,Maret,16,Tidak,Minggu,Iya,Cerah,0.48,0.4697,0.25,0.6418,305
10694,3/26/2012,Musim Semi,1,Maret,17,Tidak,Minggu,Iya,Cerah,0.46,0.4545,0.24,0.4478,664
10695,3/26/2012,Musim Semi,1,Maret,18,Tidak,Minggu,Iya,Cerah,0.44,0.4394,0.26,0.4478,684
10696,3/26/2012,Musim Semi,1,Maret,19,Tidak,Minggu,Iya,Cerah,0.42,0.4242,0.24,0.3582,458
10697,3/26/2012,Musim Semi,1,Maret,20,Tidak,Minggu,Iya,Cerah,0.4,0.4091,0.26,0.5224,221
10698,3/26/2012,Musim Semi,1,Maret,21,Tidak,Minggu,Iya,Cerah,0.38,0.3939,0.25,0.4925,186
10699,3/26/2012,Musim Semi,1,Maret,22,Tidak,Minggu,Iya,Cerah,0.36,0.3333,0.25,0.3582,93
10700,3/26/2012,Musim Semi,1,Maret,23,Tidak,Minggu,Iya,Cerah,0.34,0.2879,0.25,0.5224,48
10701,3/27/2012,Musim Semi,1,Maret,0,Tidak,Senin,Iya,Cerah,0.32,0.2879,0.26,0.5224,10
10702,3/27/2012,Musim Semi,1,Maret,1,Tidak,Senin,Iya,Cerah,0.3,0.2727,0.26,0.4627,5
10703,3/27/2012,Musim Semi,1,Maret,2,Tidak,Senin,Iya,Cerah,0.26,0.2273,0.3,0.2985,7
10704,3/27/2012,Musim Semi,1,Maret,3,Tidak,Senin,Iya,Cerah,0.26,0.2273,0.3,0.3284,4
10705,3/27/2012,Musim Semi,1,Maret,4,Tidak,Senin,Iya,Cerah,0.24,0.2121,0.32,0.3582,3
10706,3/27/2012,Musim Semi,1,Maret,5,Tidak,Senin,Iya,Cerah,0.22,0.2121,0.37,0.2836,17
10707,3/27/2012,Musim Semi,1,Maret,6,Tidak,Senin,Iya,Cerah,0.22,0.2273,0.37,0.194,101
10708,3/27/2012,Musim Semi,1,Maret,7,Tidak,Senin,Iya,Cerah,0.22,0.2273,0.37,0.194,286
10709,3/27/2012,Musim Semi,1,Maret,8,Tidak,Senin,Iya,Cerah,0.22,0.2121,0.37,0.2985,581
10710,3/27/2012,Musim Semi,1,Maret,9,Tidak,Senin,Iya,Cerah,0.24,0.2273,0.38,0.194,267
10711,3/27/2012,Musim Semi,1,Maret,10,Tidak,Senin,Iya,Cerah,0.26,0.2576,0.35,0.2239,138
10712,3/27/2012,Musim Semi,1,Maret,11,Tidak,Senin,Iya,Cerah,0.3,0.303,0.31,0.1642,175
10713,3/27/2012,Musim Semi,1,Maret,12,Tidak,Senin,Iya,Cerah,0.32,0.3182,0.31,0.1642,220
10714,3/27/2012,Musim Semi,1,Maret,13,Tidak,Senin,Iya,Cerah,0.36,0.3485,0.27,0,211
10715,3/27/2012,Musim Semi,1,Maret,14,Tidak,Senin,Iya,Cerah,0.4,0.4091,0.24,0.1343,184
10716,3/27/2012,Musim Semi,1,Maret,15,Tidak,Senin,Iya,Cerah,0.42,0.4242,0.2,0,200
10717,3/27/2012,Musim Semi,1,Maret,16,Tidak,Senin,Iya,Cerah,0.42,0.4242,0.2,0,305
10718,3/27/2012,Musim Semi,1,Maret,17,Tidak,Senin,Iya,Cerah,0.44,0.4394,0.16,0,614
10719,3/27/2012,Musim Semi,1,Maret,18,Tidak,Senin,Iya,Cerah,0.42,0.4242,0.17,0.0896,644
10720,3/27/2012,Musim Semi,1,Maret,19,Tidak,Senin,Iya,Cerah,0.42,0.4242,0.17,0,417
10721,3/27/2012,Musim Semi,1,Maret,20,Tidak,Senin,Iya,Cerah,0.42,0.4242,0.17,0.0896,294
10722,3/27/2012,Musim Semi,1,Maret,21,Tidak,Senin,Iya,Cerah,0.36,0.3485,0.37,0.1642,221
10723,3/27/2012,Musim Semi,1,Maret,22,Tidak,Senin,Iya,Cerah,0.36,0.3485,0.37,0.1343,134
10724,3/27/2012,Musim Semi,1,Maret,23,Tidak,Senin,Iya,Cerah,0.36,0.3485,0.37,0.194,64
10725,3/28/2012,Musim Semi,1,Maret,0,Tidak,Selasa,Iya,Cerah,0.36,0.3333,0.4,0.2836,30
10726,3/28/2012,Musim Semi,1,Maret,1,Tidak,Selasa,Iya,Cerah,0.36,0.3333,0.46,0.2985,8
10727,3/28/2012,Musim Semi,1,Maret,2,Tidak,Selasa,Iya,Cerah,0.34,0.303,0.49,0.2985,3
10728,3/28/2012,Musim Semi,1,Maret,3,Tidak,Selasa,Iya,Cerah,0.34,0.303,0.42,0.3284,5
10729,3/28/2012,Musim Semi,1,Maret,4,Tidak,Selasa,Iya,Cerah,0.36,0.3333,0.43,0.2985,1
10730,3/28/2012,Musim Semi,1,Maret,5,Tidak,Selasa,Iya,Cerah,0.36,0.3333,0.43,0.2985,40
10731,3/28/2012,Musim Semi,1,Maret,6,Tidak,Selasa,Iya,Cerah,0.36,0.3333,0.46,0.3582,115
10732,3/28/2012,Musim Semi,1,Maret,7,Tidak,Selasa,Iya,Cerah,0.36,0.3333,0.46,0.3284,358
10733,3/28/2012,Musim Semi,1,Maret,8,Tidak,Selasa,Iya,Cerah,0.38,0.3939,0.46,0.3582,658
10734,3/28/2012,Musim Semi,1,Maret,9,Tidak,Selasa,Iya,Cerah,0.4,0.4091,0.43,0.4478,314
10735,3/28/2012,Musim Semi,1,Maret,10,Tidak,Selasa,Iya,Cerah,0.46,0.4545,0.41,0.4179,173
10736,3/28/2012,Musim Semi,1,Maret,11,Tidak,Selasa,Iya,Cerah,0.5,0.4848,0.42,0.3881,222
10737,3/28/2012,Musim Semi,1,Maret,12,Tidak,Selasa,Iya,Berawan,0.54,0.5152,0.39,0.3582,268
10738,3/28/2012,Musim Semi,1,Maret,13,Tidak,Selasa,Iya,Cerah,0.56,0.5303,0.43,0.3284,273
10739,3/28/2012,Musim Semi,1,Maret,14,Tidak,Selasa,Iya,Cerah,0.62,0.6212,0.38,0.3582,221
10740,3/28/2012,Musim Semi,1,Maret,15,Tidak,Selasa,Iya,Berawan,0.62,0.6212,0.41,0.2985,199
10741,3/28/2012,Musim Semi,1,Maret,16,Tidak,Selasa,Iya,Hujan,0.62,0.6212,0.43,0.0896,221
10742,3/28/2012,Musim Semi,1,Maret,17,Tidak,Selasa,Iya,Cerah,0.6,0.6061,0.6,0.2239,604
10743,3/28/2012,Musim Semi,1,Maret,18,Tidak,Selasa,Iya,Cerah,0.6,0.6061,0.6,0.2239,641
10744,3/28/2012,Musim Semi,1,Maret,19,Tidak,Selasa,Iya,Cerah,0.6,0.6212,0.56,0.194,456
10745,3/28/2012,Musim Semi,1,Maret,20,Tidak,Selasa,Iya,Cerah,0.6,0.6212,0.56,0.2985,362
10746,3/28/2012,Musim Semi,1,Maret,21,Tidak,Selasa,Iya,Cerah,0.58,0.5455,0.6,0.2537,261
10747,3/28/2012,Musim Semi,1,Maret,22,Tidak,Selasa,Iya,Cerah,0.56,0.5303,0.64,0.1343,172
10748,3/28/2012,Musim Semi,1,Maret,23,Tidak,Selasa,Iya,Cerah,0.54,0.5152,0.68,0.1343,93
10749,3/29/2012,Musim Semi,1,Maret,0,Tidak,Rabu,Iya,Cerah,0.54,0.5152,0.68,0.194,48
10750,3/29/2012,Musim Semi,1,Maret,1,Tidak,Rabu,Iya,Cerah,0.56,0.5303,0.6,0.1343,33
10751,3/29/2012,Musim Semi,1,Maret,2,Tidak,Rabu,Iya,Cerah,0.6,0.6061,0.28,0.2985,6
10752,3/29/2012,Musim Semi,1,Maret,3,Tidak,Rabu,Iya,Cerah,0.58,0.5455,0.28,0.2537,5
10753,3/29/2012,Musim Semi,1,Maret,4,Tidak,Rabu,Iya,Cerah,0.52,0.5,0.36,0.2537,9
10754,3/29/2012,Musim Semi,1,Maret,5,Tidak,Rabu,Iya,Cerah,0.5,0.4848,0.45,0.2239,32
10755,3/29/2012,Musim Semi,1,Maret,6,Tidak,Rabu,Iya,Cerah,0.46,0.4545,0.59,0.2537,117
10756,3/29/2012,Musim Semi,1,Maret,7,Tidak,Rabu,Iya,Cerah,0.46,0.4545,0.51,0.3582,367
10757,3/29/2012,Musim Semi,1,Maret,8,Tidak,Rabu,Iya,Cerah,0.46,0.4545,0.47,0.4179,654
10758,3/29/2012,Musim Semi,1,Maret,9,Tidak,Rabu,Iya,Cerah,0.48,0.4697,0.48,0.4179,321
10759,3/29/2012,Musim Semi,1,Maret,10,Tidak,Rabu,Iya,Cerah,0.46,0.4545,0.47,0.4478,166
10760,3/29/2012,Musim Semi,1,Maret,11,Tidak,Rabu,Iya,Cerah,0.5,0.4848,0.45,0.4179,220
10761,3/29/2012,Musim Semi,1,Maret,12,Tidak,Rabu,Iya,Cerah,0.5,0.4848,0.42,0.4925,292
10762,3/29/2012,Musim Semi,1,Maret,13,Tidak,Rabu,Iya,Cerah,0.46,0.4545,0.44,0.3284,273
10763,3/29/2012,Musim Semi,1,Maret,14,Tidak,Rabu,Iya,Cerah,0.5,0.4848,0.42,0.3582,238
10764,3/29/2012,Musim Semi,1,Maret,15,Tidak,Rabu,Iya,Cerah,0.52,0.5,0.39,0.3582,307
10765,3/29/2012,Musim Semi,1,Maret,16,Tidak,Rabu,Iya,Cerah,0.52,0.5,0.36,0.3284,388
10766,3/29/2012,Musim Semi,1,Maret,17,Tidak,Rabu,Iya,Cerah,0.52,0.5,0.38,0.3881,703
10767,3/29/2012,Musim Semi,1,Maret,18,Tidak,Rabu,Iya,Cerah,0.5,0.4848,0.39,0.2985,681
10768,3/29/2012,Musim Semi,1,Maret,19,Tidak,Rabu,Iya,Cerah,0.48,0.4697,0.39,0.2836,468
10769,3/29/2012,Musim Semi,1,Maret,20,Tidak,Rabu,Iya,Cerah,0.46,0.4545,0.38,0.2985,335
10770,3/29/2012,Musim Semi,1,Maret,21,Tidak,Rabu,Iya,Cerah,0.44,0.4394,0.44,0.2836,224
10771,3/29/2012,Musim Semi,1,Maret,22,Tidak,Rabu,Iya,Cerah,0.42,0.4242,0.44,0.2836,152
10772,3/29/2012,Musim Semi,1,Maret,23,Tidak,Rabu,Iya,Cerah,0.42,0.4242,0.47,0.2985,94
10773,3/30/2012,Musim Semi,1,Maret,0,Tidak,Kamis,Iya,Cerah,0.4,0.4091,0.47,0.2985,59
10774,3/30/2012,Musim Semi,1,Maret,1,Tidak,Kamis,Iya,Cerah,0.38,0.3939,0.5,0.2836,27
10775,3/30/2012,Musim Semi,1,Maret,2,Tidak,Kamis,Iya,Cerah,0.36,0.3333,0.53,0.2985,7
10776,3/30/2012,Musim Semi,1,Maret,3,Tidak,Kamis,Iya,Cerah,0.34,0.3333,0.61,0.1343,7
10777,3/30/2012,Musim Semi,1,Maret,4,Tidak,Kamis,Iya,Cerah,0.34,0.3485,0.53,0.0896,2
10778,3/30/2012,Musim Semi,1,Maret,5,Tidak,Kamis,Iya,Cerah,0.32,0.3333,0.61,0.0896,26
10779,3/30/2012,Musim Semi,1,Maret,6,Tidak,Kamis,Iya,Cerah,0.32,0.3333,0.57,0.1343,86
10780,3/30/2012,Musim Semi,1,Maret,7,Tidak,Kamis,Iya,Cerah,0.32,0.3182,0.57,0.1642,289
10781,3/30/2012,Musim Semi,1,Maret,8,Tidak,Kamis,Iya,Cerah,0.32,0.3182,0.66,0.1642,593
10782,3/30/2012,Musim Semi,1,Maret,9,Tidak,Kamis,Iya,Cerah,0.34,0.3333,0.57,0.1642,321
10783,3/30/2012,Musim Semi,1,Maret,10,Tidak,Kamis,Iya,Berawan,0.36,0.3636,0.57,0.1045,187
10784,3/30/2012,Musim Semi,1,Maret,11,Tidak,Kamis,Iya,Berawan,0.36,0.3788,0.53,0,201
10785,3/30/2012,Musim Semi,1,Maret,12,Tidak,Kamis,Iya,Berawan,0.38,0.3939,0.54,0,270
10786,3/30/2012,Musim Semi,1,Maret,13,Tidak,Kamis,Iya,Hujan,0.4,0.4091,0.5,0,242
10787,3/30/2012,Musim Semi,1,Maret,14,Tidak,Kamis,Iya,Hujan,0.4,0.4091,0.54,0,229
10788,3/30/2012,Musim Semi,1,Maret,15,Tidak,Kamis,Iya,Hujan,0.42,0.4242,0.54,0,280
10789,3/30/2012,Musim Semi,1,Maret,16,Tidak,Kamis,Iya,Hujan,0.4,0.4091,0.62,0.2836,367
10790,3/30/2012,Musim Semi,1,Maret,17,Tidak,Kamis,Iya,Berawan,0.4,0.4091,0.62,0.2239,606
10791,3/30/2012,Musim Semi,1,Maret,18,Tidak,Kamis,Iya,Cerah,0.42,0.4242,0.54,0.194,560
10792,3/30/2012,Musim Semi,1,Maret,19,Tidak,Kamis,Iya,Cerah,0.4,0.4091,0.62,0.2239,395
10793,3/30/2012,Musim Semi,1,Maret,20,Tidak,Kamis,Iya,Cerah,0.4,0.4091,0.62,0.1642,209
10794,3/30/2012,Musim Semi,1,Maret,21,Tidak,Kamis,Iya,Cerah,0.38,0.3939,0.66,0.1343,220
10795,3/30/2012,Musim Semi,1,Maret,22,Tidak,Kamis,Iya,Cerah,0.36,0.3485,0.71,0.1642,153
10796,3/30/2012,Musim Semi,1,Maret,23,Tidak,Kamis,Iya,Cerah,0.36,0.3788,0.71,0,123
10797,3/31/2012,Musim Semi,1,Maret,0,Tidak,Jumat,Tidak,Cerah,0.38,0.3939,0.82,0.194,92
10798,3/31/2012,Musim Semi,1,Maret,1,Tidak,Jumat,Tidak,Berawan,0.4,0.4091,0.76,0.194,82
10799,3/31/2012,Musim Semi,1,Maret,2,Tidak,Jumat,Tidak,Berawan,0.42,0.4242,0.77,0.2537,69
10800,3/31/2012,Musim Semi,1,Maret,3,Tidak,Jumat,Tidak,Cerah,0.4,0.4091,0.82,0.2537,31
10801,3/31/2012,Musim Semi,1,Maret,4,Tidak,Jumat,Tidak,Cerah,0.42,0.4242,0.77,0.4179,8
10802,3/31/2012,Musim Semi,1,Maret,5,Tidak,Jumat,Tidak,Cerah,0.4,0.4091,0.82,0.2239,5
10803,3/31/2012,Musim Semi,1,Maret,6,Tidak,Jumat,Tidak,Berawan,0.36,0.3485,0.87,0.1642,23
10804,3/31/2012,Musim Semi,1,Maret,7,Tidak,Jumat,Tidak,Berawan,0.36,0.3485,0.87,0.1642,44
10805,3/31/2012,Musim Semi,1,Maret,8,Tidak,Jumat,Tidak,Berawan,0.36,0.3485,0.87,0.194,145
10806,3/31/2012,Musim Semi,1,Maret,9,Tidak,Jumat,Tidak,Berawan,0.4,0.4091,0.76,0.194,223
10807,3/31/2012,Musim Semi,1,Maret,10,Tidak,Jumat,Tidak,Berawan,0.4,0.4091,0.76,0.1343,313
10808,3/31/2012,Musim Semi,1,Maret,11,Tidak,Jumat,Tidak,Cerah,0.46,0.4545,0.72,0.1343,463
10809,3/31/2012,Musim Semi,1,Maret,12,Tidak,Jumat,Tidak,Cerah,0.48,0.4697,0.67,0,621
10810,3/31/2012,Musim Semi,1,Maret,13,Tidak,Jumat,Tidak,Cerah,0.54,0.5152,0.6,0.1343,638
10811,3/31/2012,Musim Semi,1,Maret,14,Tidak,Jumat,Tidak,Berawan,0.5,0.4848,0.63,0.2537,551
10812,3/31/2012,Musim Semi,1,Maret,15,Tidak,Jumat,Tidak,Berawan,0.52,0.5,0.59,0.2836,605
10813,3/31/2012,Musim Semi,1,Maret,16,Tidak,Jumat,Tidak,Berawan,0.5,0.4848,0.63,0.2985,535
10814,3/31/2012,Musim Semi,1,Maret,17,Tidak,Jumat,Tidak,Cerah,0.48,0.4697,0.67,0.4179,543
10815,3/31/2012,Musim Semi,1,Maret,18,Tidak,Jumat,Tidak,Berawan,0.44,0.4394,0.72,0.4627,341
10816,3/31/2012,Musim Semi,1,Maret,19,Tidak,Jumat,Tidak,Cerah,0.42,0.4242,0.71,0.4478,284
10817,3/31/2012,Musim Semi,1,Maret,20,Tidak,Jumat,Tidak,Berawan,0.4,0.4091,0.71,0.3284,208
10818,3/31/2012,Musim Semi,1,Maret,21,Tidak,Jumat,Tidak,Berawan,0.4,0.4091,0.71,0.3284,143
10819,3/31/2012,Musim Semi,1,Maret,22,Tidak,Jumat,Tidak,Berawan,0.38,0.3939,0.71,0.2537,156
10820,3/31/2012,Musim Semi,1,Maret,23,Tidak,Jumat,Tidak,Berawan,0.36,0.3333,0.76,0.2836,112
10821,4/1/2012,Musim Semi,1,April,0,Tidak,Sabtu,Tidak,Berawan,0.36,0.3333,0.76,0.2537,67
10822,4/1/2012,Musim Semi,1,April,1,Tidak,Sabtu,Tidak,Berawan,0.36,0.3485,0.76,0.1642,62
10823,4/1/2012,Musim Semi,1,April,2,Tidak,Sabtu,Tidak,Berawan,0.36,0.3485,0.76,0.1642,81
10824,4/1/2012,Musim Semi,1,April,3,Tidak,Sabtu,Tidak,Berawan,0.34,0.3333,0.81,0.1343,25
10825,4/1/2012,Musim Semi,1,April,4,Tidak,Sabtu,Tidak,Berawan,0.34,0.3485,0.81,0.0896,12
10826,4/1/2012,Musim Semi,1,April,5,Tidak,Sabtu,Tidak,Berawan,0.34,0.3485,0.81,0.0896,18
10827,4/1/2012,Musim Semi,1,April,6,Tidak,Sabtu,Tidak,Berawan,0.36,0.3485,0.76,0.1343,97
10828,4/1/2012,Musim Semi,1,April,7,Tidak,Sabtu,Tidak,Berawan,0.36,0.3485,0.71,0.1343,84
10829,4/1/2012,Musim Semi,1,April,8,Tidak,Sabtu,Tidak,Berawan,0.36,0.3636,0.76,0.0896,125
10830,4/1/2012,Musim Semi,1,April,9,Tidak,Sabtu,Tidak,Berawan,0.36,0.3485,0.81,0.1343,275
10831,4/1/2012,Musim Semi,1,April,10,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,0.71,0.1045,360
10832,4/1/2012,Musim Semi,1,April,11,Tidak,Sabtu,Tidak,Berawan,0.4,0.4091,0.71,0.194,451
10833,4/1/2012,Musim Semi,1,April,12,Tidak,Sabtu,Tidak,Berawan,0.42,0.4242,0.67,0.2239,445
10834,4/1/2012,Musim Semi,1,April,13,Tidak,Sabtu,Tidak,Berawan,0.44,0.4394,0.62,0.194,464
10835,4/1/2012,Musim Semi,1,April,14,Tidak,Sabtu,Tidak,Berawan,0.48,0.4697,0.55,0.2239,561
10836,4/1/2012,Musim Semi,1,April,15,Tidak,Sabtu,Tidak,Cerah,0.5,0.4848,0.55,0.2537,573
10837,4/1/2012,Musim Semi,1,April,16,Tidak,Sabtu,Tidak,Cerah,0.52,0.5,0.52,0.2537,511
10838,4/1/2012,Musim Semi,1,April,17,Tidak,Sabtu,Tidak,Cerah,0.52,0.5,0.55,0.2836,555
10839,4/1/2012,Musim Semi,1,April,18,Tidak,Sabtu,Tidak,Cerah,0.52,0.5,0.52,0.2985,432
10840,4/1/2012,Musim Semi,1,April,19,Tidak,Sabtu,Tidak,Cerah,0.52,0.5,0.55,0.2239,346
10841,4/1/2012,Musim Semi,1,April,20,Tidak,Sabtu,Tidak,Berawan,0.5,0.4848,0.59,0.2239,232
10842,4/1/2012,Musim Semi,1,April,21,Tidak,Sabtu,Tidak,Berawan,0.5,0.4848,0.59,0.1642,134
10843,4/1/2012,Musim Semi,1,April,22,Tidak,Sabtu,Tidak,Hujan,0.5,0.4848,0.63,0.1045,68
10844,4/1/2012,Musim Semi,1,April,23,Tidak,Sabtu,Tidak,Hujan,0.46,0.4545,0.72,0,63
10845,4/2/2012,Musim Semi,1,April,0,Tidak,Minggu,Iya,Hujan,0.44,0.4394,0.82,0.1045,17
10846,4/2/2012,Musim Semi,1,April,1,Tidak,Minggu,Iya,Hujan,0.42,0.4242,0.88,0.0896,5
10847,4/2/2012,Musim Semi,1,April,2,Tidak,Minggu,Iya,Hujan,0.44,0.4394,0.94,0.1343,5
10848,4/2/2012,Musim Semi,1,April,4,Tidak,Minggu,Iya,Cerah,0.4,0.4091,0.76,0.4925,4
